,Application/Permit Number,Category
5380,6457450,SINGLE FAMILY / DUPLEX
5381,6591399,SINGLE FAMILY / DUPLEX
5382,6451997,SINGLE FAMILY / DUPLEX
5383,6199612,COMMERCIAL
5384,6465064,SINGLE FAMILY / DUPLEX
5385,6602740,SINGLE FAMILY / DUPLEX
5386,6285940,SINGLE FAMILY / DUPLEX
5387,6365408,COMMERCIAL
5388,6577069,SINGLE FAMILY / DUPLEX
5389,6538093,SINGLE FAMILY / DUPLEX
5390,6492989,COMMERCIAL
5391,6352263,SINGLE FAMILY / DUPLEX
5392,6432905,SINGLE FAMILY / DUPLEX
5393,6383486,SINGLE FAMILY / DUPLEX
5394,6394121,SINGLE FAMILY / DUPLEX
5395,6436942,SINGLE FAMILY / DUPLEX
5396,6389466,SINGLE FAMILY / DUPLEX
5397,6458162,SINGLE FAMILY / DUPLEX
5398,6537863,SINGLE FAMILY / DUPLEX
5399,6589737,SINGLE FAMILY / DUPLEX
5400,6477847,SINGLE FAMILY / DUPLEX
5401,6460485,SINGLE FAMILY / DUPLEX
5402,6610686,SINGLE FAMILY / DUPLEX
5403,6534374,SINGLE FAMILY / DUPLEX
5404,6482036,SINGLE FAMILY / DUPLEX
5405,6564184,SINGLE FAMILY / DUPLEX
5406,6549816,SINGLE FAMILY / DUPLEX
5407,6105294,MULTIFAMILY
5408,6483857,SINGLE FAMILY / DUPLEX
5409,6344640,SINGLE FAMILY / DUPLEX
5410,6142188,SINGLE FAMILY / DUPLEX
5411,6529310,SINGLE FAMILY / DUPLEX
5412,6456962,COMMERCIAL
5413,6539115,SINGLE FAMILY / DUPLEX
5414,6452458,SINGLE FAMILY / DUPLEX
5415,6582346,SINGLE FAMILY / DUPLEX
5416,6411246,SINGLE FAMILY / DUPLEX
5417,6440660,SINGLE FAMILY / DUPLEX
5418,6346921,MULTIFAMILY
5419,6605778,SINGLE FAMILY / DUPLEX
5420,6439545,SINGLE FAMILY / DUPLEX
5421,6542545,SINGLE FAMILY / DUPLEX
5422,6478880,SINGLE FAMILY / DUPLEX
5423,6239029,COMMERCIAL
5424,6316270,COMMERCIAL
5425,6406533,SINGLE FAMILY / DUPLEX
5426,6541161,SINGLE FAMILY / DUPLEX
5427,6530363,SINGLE FAMILY / DUPLEX
5428,6575480,SINGLE FAMILY / DUPLEX
5429,6460911,SINGLE FAMILY / DUPLEX
5430,6402062,SINGLE FAMILY / DUPLEX
5431,6395212,SINGLE FAMILY / DUPLEX
5432,6427081,COMMERCIAL
5433,6505776,SINGLE FAMILY / DUPLEX
5434,6593966,SINGLE FAMILY / DUPLEX
5435,6222975,SINGLE FAMILY / DUPLEX
5436,6368156,SINGLE FAMILY / DUPLEX
5437,6525740,MULTIFAMILY
5438,6414124,SINGLE FAMILY / DUPLEX
5439,6483854,SINGLE FAMILY / DUPLEX
5440,6563217,SINGLE FAMILY / DUPLEX
5441,6589561,SINGLE FAMILY / DUPLEX
5442,6271512,COMMERCIAL
5443,6484393,SINGLE FAMILY / DUPLEX
5444,6122841,SINGLE FAMILY / DUPLEX
5445,6572399,SINGLE FAMILY / DUPLEX
5446,6596357,MULTIFAMILY
5447,6394177,COMMERCIAL
5448,6236618,COMMERCIAL
5449,6651877,SINGLE FAMILY / DUPLEX
5450,6584462,SINGLE FAMILY / DUPLEX
5451,6433094,SINGLE FAMILY / DUPLEX
5452,6573886,SINGLE FAMILY / DUPLEX
5453,6604559,SINGLE FAMILY / DUPLEX
5454,6416614,SINGLE FAMILY / DUPLEX
5455,6428099,COMMERCIAL
5456,6470079,SINGLE FAMILY / DUPLEX
5457,6525350,SINGLE FAMILY / DUPLEX
5458,6084772,SINGLE FAMILY / DUPLEX
5459,6558848,SINGLE FAMILY / DUPLEX
5460,6189337,SINGLE FAMILY / DUPLEX
5461,6464044,SINGLE FAMILY / DUPLEX
5462,6627939,COMMERCIAL
5463,6414939,COMMERCIAL
5464,6390598,SINGLE FAMILY / DUPLEX
5465,6603978,SINGLE FAMILY / DUPLEX
5466,6451972,SINGLE FAMILY / DUPLEX
5467,6634987,COMMERCIAL
5468,6419810,SINGLE FAMILY / DUPLEX
5469,6544285,SINGLE FAMILY / DUPLEX
5470,6558924,SINGLE FAMILY / DUPLEX
5471,6422607,SINGLE FAMILY / DUPLEX
5472,6557198,COMMERCIAL
5473,6598945,SINGLE FAMILY / DUPLEX
5474,6325351,SINGLE FAMILY / DUPLEX
5475,6583292,SINGLE FAMILY / DUPLEX
5476,6401306,SINGLE FAMILY / DUPLEX
5477,6375297,SINGLE FAMILY / DUPLEX
5478,6637567,MULTIFAMILY
5479,6456101,SINGLE FAMILY / DUPLEX
5480,6629665,SINGLE FAMILY / DUPLEX
5481,6369072,COMMERCIAL
5482,6415604,SINGLE FAMILY / DUPLEX
5483,6610678,SINGLE FAMILY / DUPLEX
5484,6258315,SINGLE FAMILY / DUPLEX
5485,6078710,SINGLE FAMILY / DUPLEX
5486,6517724,SINGLE FAMILY / DUPLEX
5487,6480767,SINGLE FAMILY / DUPLEX
5488,6609224,SINGLE FAMILY / DUPLEX
5489,6544265,SINGLE FAMILY / DUPLEX
5490,6483256,SINGLE FAMILY / DUPLEX
5491,6456019,SINGLE FAMILY / DUPLEX
5492,6537802,SINGLE FAMILY / DUPLEX
5493,6483686,SINGLE FAMILY / DUPLEX
5494,6291043,SINGLE FAMILY / DUPLEX
5495,6391402,SINGLE FAMILY / DUPLEX
5496,6528960,SINGLE FAMILY / DUPLEX
5497,6558347,COMMERCIAL
5498,6632840,SINGLE FAMILY / DUPLEX
5499,6458883,SINGLE FAMILY / DUPLEX
5500,6469231,SINGLE FAMILY / DUPLEX
5501,6584569,SINGLE FAMILY / DUPLEX
5502,6371876,SINGLE FAMILY / DUPLEX
5503,6422545,SINGLE FAMILY / DUPLEX
5504,6513066,SINGLE FAMILY / DUPLEX
5505,6282836,SINGLE FAMILY / DUPLEX
5506,6568365,COMMERCIAL
5507,6636078,SINGLE FAMILY / DUPLEX
5508,6461705,SINGLE FAMILY / DUPLEX
5509,6540952,SINGLE FAMILY / DUPLEX
5510,6503984,MULTIFAMILY
5511,6357045,SINGLE FAMILY / DUPLEX
5512,6373691,SINGLE FAMILY / DUPLEX
5513,6611227,SINGLE FAMILY / DUPLEX
5514,6608289,SINGLE FAMILY / DUPLEX
5515,6493164,SINGLE FAMILY / DUPLEX
5516,6401655,SINGLE FAMILY / DUPLEX
5517,6586007,SINGLE FAMILY / DUPLEX
5518,6611276,COMMERCIAL
5519,6373776,SINGLE FAMILY / DUPLEX
5520,6097326,SINGLE FAMILY / DUPLEX
5521,6287531,SINGLE FAMILY / DUPLEX
5522,6404816,SINGLE FAMILY / DUPLEX
5523,6516240,SINGLE FAMILY / DUPLEX
5524,6452111,SINGLE FAMILY / DUPLEX
5525,6585127,SINGLE FAMILY / DUPLEX
5526,6440218,SINGLE FAMILY / DUPLEX
5527,6399116,SINGLE FAMILY / DUPLEX
5528,6509885,SINGLE FAMILY / DUPLEX
5529,6176525,SINGLE FAMILY / DUPLEX
5530,6277894,SINGLE FAMILY / DUPLEX
5531,6402896,SINGLE FAMILY / DUPLEX
5532,6619658,SINGLE FAMILY / DUPLEX
5533,6590982,COMMERCIAL
5534,6464485,SINGLE FAMILY / DUPLEX
5535,6576100,SINGLE FAMILY / DUPLEX
5536,6648174,SINGLE FAMILY / DUPLEX
5537,6618775,MULTIFAMILY
5538,6463510,SINGLE FAMILY / DUPLEX
5539,6429685,SINGLE FAMILY / DUPLEX
5540,6151435,SINGLE FAMILY / DUPLEX
5541,6118874,MULTIFAMILY
5542,6566505,SINGLE FAMILY / DUPLEX
5543,6399690,COMMERCIAL
5544,6598684,SINGLE FAMILY / DUPLEX
5545,6421663,COMMERCIAL
5546,6381410,MULTIFAMILY
5547,6145619,COMMERCIAL
5548,6170268,SINGLE FAMILY / DUPLEX
5549,6406025,SINGLE FAMILY / DUPLEX
5550,6418245,SINGLE FAMILY / DUPLEX
5551,6468489,SINGLE FAMILY / DUPLEX
5552,6419485,MULTIFAMILY
5553,6470831,SINGLE FAMILY / DUPLEX
5554,6576406,SINGLE FAMILY / DUPLEX
5555,6621074,SINGLE FAMILY / DUPLEX
5556,6549482,SINGLE FAMILY / DUPLEX
5557,6546806,COMMERCIAL
5558,6420245,SINGLE FAMILY / DUPLEX
5559,6516655,SINGLE FAMILY / DUPLEX
5560,6634828,SINGLE FAMILY / DUPLEX
5561,6520128,SINGLE FAMILY / DUPLEX
5562,6354366,SINGLE FAMILY / DUPLEX
5563,6487054,SINGLE FAMILY / DUPLEX
5564,6300488,SINGLE FAMILY / DUPLEX
5565,6636723,SINGLE FAMILY / DUPLEX
5566,6425843,SINGLE FAMILY / DUPLEX
5567,6582019,SINGLE FAMILY / DUPLEX
5568,6632191,SINGLE FAMILY / DUPLEX
5569,6445656,SINGLE FAMILY / DUPLEX
5570,6329364,SINGLE FAMILY / DUPLEX
5571,6622642,SINGLE FAMILY / DUPLEX
5572,6587531,SINGLE FAMILY / DUPLEX
5573,6280018,SINGLE FAMILY / DUPLEX
5574,6527254,SINGLE FAMILY / DUPLEX
5575,6252399,SINGLE FAMILY / DUPLEX
5576,6404127,SINGLE FAMILY / DUPLEX
5577,6426493,SINGLE FAMILY / DUPLEX
5578,6473049,SINGLE FAMILY / DUPLEX
5579,6650846,SINGLE FAMILY / DUPLEX
5580,6145775,SINGLE FAMILY / DUPLEX
5581,6106163,SINGLE FAMILY / DUPLEX
5582,6583650,SINGLE FAMILY / DUPLEX
5583,6302847,SINGLE FAMILY / DUPLEX
5584,6210858,SINGLE FAMILY / DUPLEX
5585,6622436,SINGLE FAMILY / DUPLEX
5586,6613278,SINGLE FAMILY / DUPLEX
5587,6622096,SINGLE FAMILY / DUPLEX
5588,6575906,SINGLE FAMILY / DUPLEX
5589,6515747,SINGLE FAMILY / DUPLEX
5590,6433928,SINGLE FAMILY / DUPLEX
5591,6558852,SINGLE FAMILY / DUPLEX
5592,6594725,SINGLE FAMILY / DUPLEX
5593,6562251,SINGLE FAMILY / DUPLEX
5594,6619502,SINGLE FAMILY / DUPLEX
5595,6498810,SINGLE FAMILY / DUPLEX
5596,6363406,SINGLE FAMILY / DUPLEX
5597,6428286,SINGLE FAMILY / DUPLEX
5598,6437485,SINGLE FAMILY / DUPLEX
5599,6581937,SINGLE FAMILY / DUPLEX
5600,6577226,SINGLE FAMILY / DUPLEX
5601,6511674,SINGLE FAMILY / DUPLEX
5602,6295421,SINGLE FAMILY / DUPLEX
5603,6532921,SINGLE FAMILY / DUPLEX
5604,6605427,COMMERCIAL
5605,6270171,INSTITUTIONAL
5606,6578505,SINGLE FAMILY / DUPLEX
5607,6503397,SINGLE FAMILY / DUPLEX
5608,6481925,SINGLE FAMILY / DUPLEX
5609,6399818,MULTIFAMILY
5610,6101158,SINGLE FAMILY / DUPLEX
5611,6580691,SINGLE FAMILY / DUPLEX
5612,6637628,SINGLE FAMILY / DUPLEX
5613,6072807,SINGLE FAMILY / DUPLEX
5614,6534592,SINGLE FAMILY / DUPLEX
5615,6613074,SINGLE FAMILY / DUPLEX
5616,6429604,SINGLE FAMILY / DUPLEX
5617,6537674,SINGLE FAMILY / DUPLEX
5618,6447395,SINGLE FAMILY / DUPLEX
5619,6438067,SINGLE FAMILY / DUPLEX
5620,6418076,SINGLE FAMILY / DUPLEX
5621,6615475,SINGLE FAMILY / DUPLEX
5622,6498816,SINGLE FAMILY / DUPLEX
5623,6247401,SINGLE FAMILY / DUPLEX
5624,6624775,SINGLE FAMILY / DUPLEX
5625,6464162,SINGLE FAMILY / DUPLEX
5626,6216372,MULTIFAMILY
5627,6366674,SINGLE FAMILY / DUPLEX
5628,6479969,SINGLE FAMILY / DUPLEX
5629,6396383,SINGLE FAMILY / DUPLEX
5630,6625809,SINGLE FAMILY / DUPLEX
5631,6452377,SINGLE FAMILY / DUPLEX
5632,6464857,SINGLE FAMILY / DUPLEX
5633,6475645,SINGLE FAMILY / DUPLEX
5634,6388319,SINGLE FAMILY / DUPLEX
5635,6396312,SINGLE FAMILY / DUPLEX
5636,6605712,COMMERCIAL
5637,6416864,SINGLE FAMILY / DUPLEX
5638,6441350,SINGLE FAMILY / DUPLEX
5639,6599502,SINGLE FAMILY / DUPLEX
5640,6436757,SINGLE FAMILY / DUPLEX
5641,6472168,SINGLE FAMILY / DUPLEX
5642,6446864,SINGLE FAMILY / DUPLEX
5643,6373966,SINGLE FAMILY / DUPLEX
5644,6432570,SINGLE FAMILY / DUPLEX
5645,6560561,SINGLE FAMILY / DUPLEX
5646,6645546,SINGLE FAMILY / DUPLEX
5647,6612693,SINGLE FAMILY / DUPLEX
5648,6500653,COMMERCIAL
5649,6166139,SINGLE FAMILY / DUPLEX
5650,6639883,SINGLE FAMILY / DUPLEX
5651,6591908,SINGLE FAMILY / DUPLEX
5652,6476708,SINGLE FAMILY / DUPLEX
5653,6412218,SINGLE FAMILY / DUPLEX
5654,6381205,SINGLE FAMILY / DUPLEX
5655,6543943,COMMERCIAL
5656,6627283,SINGLE FAMILY / DUPLEX
5657,6361975,MULTIFAMILY
5658,6585278,SINGLE FAMILY / DUPLEX
5659,6537165,SINGLE FAMILY / DUPLEX
5660,6633430,SINGLE FAMILY / DUPLEX
5661,6491844,SINGLE FAMILY / DUPLEX
5662,6499405,MULTIFAMILY
5663,6491546,SINGLE FAMILY / DUPLEX
5664,6500759,SINGLE FAMILY / DUPLEX
5665,6222323,SINGLE FAMILY / DUPLEX
5666,6397847,SINGLE FAMILY / DUPLEX
5667,6363806,SINGLE FAMILY / DUPLEX
5668,6376189,SINGLE FAMILY / DUPLEX
5669,6066203,SINGLE FAMILY / DUPLEX
5670,6544899,COMMERCIAL
5671,6369111,SINGLE FAMILY / DUPLEX
5672,6400163,SINGLE FAMILY / DUPLEX
5673,6387695,MULTIFAMILY
5674,6419530,COMMERCIAL
5675,6352264,SINGLE FAMILY / DUPLEX
5676,6389955,SINGLE FAMILY / DUPLEX
5677,6498566,SINGLE FAMILY / DUPLEX
5678,6519507,SINGLE FAMILY / DUPLEX
5679,6417726,SINGLE FAMILY / DUPLEX
5680,6506405,SINGLE FAMILY / DUPLEX
5681,6576124,SINGLE FAMILY / DUPLEX
5682,6332482,COMMERCIAL
5683,6396673,SINGLE FAMILY / DUPLEX
5684,6373259,SINGLE FAMILY / DUPLEX
5685,6595614,SINGLE FAMILY / DUPLEX
5686,6117963,COMMERCIAL
5687,6458156,SINGLE FAMILY / DUPLEX
5688,6542064,SINGLE FAMILY / DUPLEX
5689,6127726,COMMERCIAL
5690,6579056,SINGLE FAMILY / DUPLEX
5691,6367390,COMMERCIAL
5692,6393158,SINGLE FAMILY / DUPLEX
5693,6351628,COMMERCIAL
5694,6394854,SINGLE FAMILY / DUPLEX
5695,6591182,COMMERCIAL
5696,6612082,SINGLE FAMILY / DUPLEX
5697,6557489,SINGLE FAMILY / DUPLEX
5698,6614688,SINGLE FAMILY / DUPLEX
5699,6387968,SINGLE FAMILY / DUPLEX
5700,6493040,COMMERCIAL
5701,6330427,SINGLE FAMILY / DUPLEX
5702,6522545,MULTIFAMILY
5703,6456251,SINGLE FAMILY / DUPLEX
5704,6454397,COMMERCIAL
5705,6367969,SINGLE FAMILY / DUPLEX
5706,6479497,COMMERCIAL
5707,6463894,SINGLE FAMILY / DUPLEX
5708,6607924,SINGLE FAMILY / DUPLEX
5709,6158772,COMMERCIAL
5710,6461011,SINGLE FAMILY / DUPLEX
5711,6444600,SINGLE FAMILY / DUPLEX
5712,6347004,SINGLE FAMILY / DUPLEX
5713,6556270,SINGLE FAMILY / DUPLEX
5714,6455925,SINGLE FAMILY / DUPLEX
5715,6453850,SINGLE FAMILY / DUPLEX
5716,6377530,SINGLE FAMILY / DUPLEX
5717,6471686,SINGLE FAMILY / DUPLEX
5718,6493667,COMMERCIAL
5719,6574724,SINGLE FAMILY / DUPLEX
5720,6499341,SINGLE FAMILY / DUPLEX
5721,6373340,SINGLE FAMILY / DUPLEX
5722,6628434,SINGLE FAMILY / DUPLEX
5723,6579732,COMMERCIAL
5724,6496256,SINGLE FAMILY / DUPLEX
5725,6470565,COMMERCIAL
5726,6467115,COMMERCIAL
5727,6138171,COMMERCIAL
5728,6627861,SINGLE FAMILY / DUPLEX
5729,6418129,SINGLE FAMILY / DUPLEX
5730,6556177,SINGLE FAMILY / DUPLEX
5731,6475870,SINGLE FAMILY / DUPLEX
5732,6587125,SINGLE FAMILY / DUPLEX
5733,6170269,SINGLE FAMILY / DUPLEX
5734,6362448,SINGLE FAMILY / DUPLEX
5735,6437297,SINGLE FAMILY / DUPLEX
5736,6590677,SINGLE FAMILY / DUPLEX
5737,6576085,SINGLE FAMILY / DUPLEX
5738,6377809,SINGLE FAMILY / DUPLEX
5739,6404363,SINGLE FAMILY / DUPLEX
5740,6405045,COMMERCIAL
5741,6534260,SINGLE FAMILY / DUPLEX
5742,6480844,COMMERCIAL
5743,6582415,SINGLE FAMILY / DUPLEX
5744,6352182,SINGLE FAMILY / DUPLEX
5745,6534590,SINGLE FAMILY / DUPLEX
5746,6239492,SINGLE FAMILY / DUPLEX
5747,6426153,COMMERCIAL
5748,6600056,COMMERCIAL
5749,6569299,SINGLE FAMILY / DUPLEX
5750,6357553,SINGLE FAMILY / DUPLEX
5751,6362091,SINGLE FAMILY / DUPLEX
5752,6535946,SINGLE FAMILY / DUPLEX
5753,6576771,SINGLE FAMILY / DUPLEX
5754,6394730,SINGLE FAMILY / DUPLEX
5755,6480141,SINGLE FAMILY / DUPLEX
5756,6395470,COMMERCIAL
5757,6432536,SINGLE FAMILY / DUPLEX
5758,6404881,SINGLE FAMILY / DUPLEX
5759,6413439,SINGLE FAMILY / DUPLEX
5760,6508541,SINGLE FAMILY / DUPLEX
5761,6619798,SINGLE FAMILY / DUPLEX
5762,6448532,SINGLE FAMILY / DUPLEX
5763,6098981,SINGLE FAMILY / DUPLEX
5764,6412121,SINGLE FAMILY / DUPLEX
5765,6192268,SINGLE FAMILY / DUPLEX
5766,6598473,SINGLE FAMILY / DUPLEX
5767,6365485,SINGLE FAMILY / DUPLEX
5768,6434618,SINGLE FAMILY / DUPLEX
5769,6431974,SINGLE FAMILY / DUPLEX
5770,6474548,COMMERCIAL
5771,6430226,SINGLE FAMILY / DUPLEX
5772,6594876,INDUSTRIAL
5773,6175556,COMMERCIAL
5774,6618378,COMMERCIAL
5775,6519775,SINGLE FAMILY / DUPLEX
5776,6473565,SINGLE FAMILY / DUPLEX
5777,6280332,SINGLE FAMILY / DUPLEX
5778,6591540,SINGLE FAMILY / DUPLEX
5779,6638596,SINGLE FAMILY / DUPLEX
5780,6406338,SINGLE FAMILY / DUPLEX
5781,6090136,SINGLE FAMILY / DUPLEX
5782,6610733,SINGLE FAMILY / DUPLEX
5783,6486375,SINGLE FAMILY / DUPLEX
5784,6607815,SINGLE FAMILY / DUPLEX
5785,6497154,SINGLE FAMILY / DUPLEX
5786,6459897,SINGLE FAMILY / DUPLEX
5787,6545010,COMMERCIAL
5788,6412593,SINGLE FAMILY / DUPLEX
5789,6286734,SINGLE FAMILY / DUPLEX
5790,6361134,SINGLE FAMILY / DUPLEX
5791,6372520,SINGLE FAMILY / DUPLEX
5792,6587952,SINGLE FAMILY / DUPLEX
5793,6251435,SINGLE FAMILY / DUPLEX
5794,6364744,SINGLE FAMILY / DUPLEX
5795,6213071,SINGLE FAMILY / DUPLEX
5796,6516181,COMMERCIAL
5797,6405852,SINGLE FAMILY / DUPLEX
5798,6529518,SINGLE FAMILY / DUPLEX
5799,6461542,SINGLE FAMILY / DUPLEX
5800,6369145,SINGLE FAMILY / DUPLEX
5801,6496900,SINGLE FAMILY / DUPLEX
5802,6211046,SINGLE FAMILY / DUPLEX
5803,6608846,SINGLE FAMILY / DUPLEX
5804,6566591,SINGLE FAMILY / DUPLEX
5805,6519501,SINGLE FAMILY / DUPLEX
5806,6357908,SINGLE FAMILY / DUPLEX
5807,6413791,SINGLE FAMILY / DUPLEX
5808,6398205,SINGLE FAMILY / DUPLEX
5809,6586010,SINGLE FAMILY / DUPLEX
5810,6131199,SINGLE FAMILY / DUPLEX
5811,6534003,SINGLE FAMILY / DUPLEX
5812,6365466,SINGLE FAMILY / DUPLEX
5813,6385046,SINGLE FAMILY / DUPLEX
5814,6471961,SINGLE FAMILY / DUPLEX
5815,6518869,COMMERCIAL
5816,6554646,SINGLE FAMILY / DUPLEX
5817,6495294,SINGLE FAMILY / DUPLEX
5818,6588078,SINGLE FAMILY / DUPLEX
5819,6457438,SINGLE FAMILY / DUPLEX
5820,6512624,SINGLE FAMILY / DUPLEX
5821,6224169,SINGLE FAMILY / DUPLEX
5822,6561556,SINGLE FAMILY / DUPLEX
5823,6474469,COMMERCIAL
5824,6460282,SINGLE FAMILY / DUPLEX
5825,6523280,SINGLE FAMILY / DUPLEX
5826,6579015,SINGLE FAMILY / DUPLEX
5827,6073319,SINGLE FAMILY / DUPLEX
5828,6523258,SINGLE FAMILY / DUPLEX
5829,6556996,SINGLE FAMILY / DUPLEX
5830,6204954,SINGLE FAMILY / DUPLEX
5831,6604521,SINGLE FAMILY / DUPLEX
5832,6577722,SINGLE FAMILY / DUPLEX
5833,6602519,SINGLE FAMILY / DUPLEX
5834,6397146,SINGLE FAMILY / DUPLEX
5835,6350621,SINGLE FAMILY / DUPLEX
5836,6469030,SINGLE FAMILY / DUPLEX
5837,6558800,SINGLE FAMILY / DUPLEX
5838,6475451,SINGLE FAMILY / DUPLEX
5839,6546426,SINGLE FAMILY / DUPLEX
5840,6504127,COMMERCIAL
5841,6471020,SINGLE FAMILY / DUPLEX
5842,6432880,SINGLE FAMILY / DUPLEX
5843,6451254,SINGLE FAMILY / DUPLEX
5844,6569300,SINGLE FAMILY / DUPLEX
5845,6475210,SINGLE FAMILY / DUPLEX
5846,6539642,SINGLE FAMILY / DUPLEX
5847,6644336,SINGLE FAMILY / DUPLEX
5848,6244383,SINGLE FAMILY / DUPLEX
5849,6612518,COMMERCIAL
5850,6327801,SINGLE FAMILY / DUPLEX
5851,6427370,MULTIFAMILY
5852,6544544,SINGLE FAMILY / DUPLEX
5853,6558376,SINGLE FAMILY / DUPLEX
5854,6497209,SINGLE FAMILY / DUPLEX
5855,6621745,MULTIFAMILY
5856,6448756,SINGLE FAMILY / DUPLEX
5857,6521674,COMMERCIAL
5858,6507320,SINGLE FAMILY / DUPLEX
5859,6580864,COMMERCIAL
5860,6625329,SINGLE FAMILY / DUPLEX
5861,6477094,SINGLE FAMILY / DUPLEX
5862,6599321,SINGLE FAMILY / DUPLEX
5863,6612440,SINGLE FAMILY / DUPLEX
5864,6591727,SINGLE FAMILY / DUPLEX
5865,6426270,SINGLE FAMILY / DUPLEX
5866,6508975,SINGLE FAMILY / DUPLEX
5867,6473063,SINGLE FAMILY / DUPLEX
5868,6164219,SINGLE FAMILY / DUPLEX
5869,6499953,SINGLE FAMILY / DUPLEX
5870,6621152,MULTIFAMILY
5871,6426275,SINGLE FAMILY / DUPLEX
5872,6407941,SINGLE FAMILY / DUPLEX
5873,6480780,SINGLE FAMILY / DUPLEX
5874,6466381,SINGLE FAMILY / DUPLEX
5875,6561288,SINGLE FAMILY / DUPLEX
5876,6439367,SINGLE FAMILY / DUPLEX
5877,6192685,MULTIFAMILY
5878,6581550,SINGLE FAMILY / DUPLEX
5879,6424786,MULTIFAMILY
5880,6471037,COMMERCIAL
5881,6095779,SINGLE FAMILY / DUPLEX
5882,6511744,SINGLE FAMILY / DUPLEX
5883,6483810,SINGLE FAMILY / DUPLEX
5884,6590135,SINGLE FAMILY / DUPLEX
5885,6648388,SINGLE FAMILY / DUPLEX
5886,6549892,SINGLE FAMILY / DUPLEX
5887,6426823,SINGLE FAMILY / DUPLEX
5888,6498232,SINGLE FAMILY / DUPLEX
5889,6643229,SINGLE FAMILY / DUPLEX
5890,6422071,SINGLE FAMILY / DUPLEX
5891,6591480,SINGLE FAMILY / DUPLEX
5892,6276886,SINGLE FAMILY / DUPLEX
5893,6549945,SINGLE FAMILY / DUPLEX
5894,6220833,MULTIFAMILY
5895,6443792,SINGLE FAMILY / DUPLEX
5896,6542235,SINGLE FAMILY / DUPLEX
5897,6587686,SINGLE FAMILY / DUPLEX
5898,6580857,SINGLE FAMILY / DUPLEX
5899,6627054,SINGLE FAMILY / DUPLEX
5900,6543763,SINGLE FAMILY / DUPLEX
5901,6406666,COMMERCIAL
5902,6604552,SINGLE FAMILY / DUPLEX
5903,6543707,SINGLE FAMILY / DUPLEX
5904,6456390,COMMERCIAL
5905,6521433,SINGLE FAMILY / DUPLEX
5906,6104452,SINGLE FAMILY / DUPLEX
5907,6601895,SINGLE FAMILY / DUPLEX
5908,6407066,SINGLE FAMILY / DUPLEX
5909,6378439,SINGLE FAMILY / DUPLEX
5910,6560511,COMMERCIAL
5911,6529476,SINGLE FAMILY / DUPLEX
5912,6422373,SINGLE FAMILY / DUPLEX
5913,6518807,SINGLE FAMILY / DUPLEX
5914,6527400,SINGLE FAMILY / DUPLEX
5915,6419189,SINGLE FAMILY / DUPLEX
5916,6586558,COMMERCIAL
5917,6147955,SINGLE FAMILY / DUPLEX
5918,6547797,SINGLE FAMILY / DUPLEX
5919,6475165,COMMERCIAL
5920,6400367,SINGLE FAMILY / DUPLEX
5921,6525547,SINGLE FAMILY / DUPLEX
5922,6391198,SINGLE FAMILY / DUPLEX
5923,6606033,SINGLE FAMILY / DUPLEX
5924,6410760,SINGLE FAMILY / DUPLEX
5925,6605230,SINGLE FAMILY / DUPLEX
5926,6113452,SINGLE FAMILY / DUPLEX
5927,6400637,SINGLE FAMILY / DUPLEX
5928,6511754,SINGLE FAMILY / DUPLEX
5929,6299861,SINGLE FAMILY / DUPLEX
5930,6620212,COMMERCIAL
5931,6505809,SINGLE FAMILY / DUPLEX
5932,6121296,SINGLE FAMILY / DUPLEX
5933,6530428,SINGLE FAMILY / DUPLEX
5934,6507950,SINGLE FAMILY / DUPLEX
5935,6093276,SINGLE FAMILY / DUPLEX
5936,6296773,SINGLE FAMILY / DUPLEX
5937,6493682,SINGLE FAMILY / DUPLEX
5938,6199216,SINGLE FAMILY / DUPLEX
5939,6487432,COMMERCIAL
5940,6584101,SINGLE FAMILY / DUPLEX
5941,6541609,SINGLE FAMILY / DUPLEX
5942,6631683,SINGLE FAMILY / DUPLEX
5943,6514551,MULTIFAMILY
5944,6615486,SINGLE FAMILY / DUPLEX
5945,6372921,SINGLE FAMILY / DUPLEX
5946,6500838,SINGLE FAMILY / DUPLEX
5947,6565254,SINGLE FAMILY / DUPLEX
5948,6553395,SINGLE FAMILY / DUPLEX
5949,6627835,SINGLE FAMILY / DUPLEX
5950,6603035,SINGLE FAMILY / DUPLEX
5951,6584291,SINGLE FAMILY / DUPLEX
5952,6619730,SINGLE FAMILY / DUPLEX
5953,6529925,SINGLE FAMILY / DUPLEX
5954,6414039,SINGLE FAMILY / DUPLEX
5955,6617468,SINGLE FAMILY / DUPLEX
5956,6518792,SINGLE FAMILY / DUPLEX
5957,6642450,MULTIFAMILY
5958,6260369,MULTIFAMILY
5959,6287341,SINGLE FAMILY / DUPLEX
5960,6549541,SINGLE FAMILY / DUPLEX
5961,6414505,INDUSTRIAL
5962,6501345,SINGLE FAMILY / DUPLEX
5963,6638138,SINGLE FAMILY / DUPLEX
5964,6365853,SINGLE FAMILY / DUPLEX
5965,6483512,COMMERCIAL
5966,6356236,SINGLE FAMILY / DUPLEX
5967,6622280,COMMERCIAL
5968,6390558,SINGLE FAMILY / DUPLEX
5969,6411518,COMMERCIAL
5970,6445385,SINGLE FAMILY / DUPLEX
5971,6430918,COMMERCIAL
5972,6489921,COMMERCIAL
5973,6541559,SINGLE FAMILY / DUPLEX
5974,6520047,SINGLE FAMILY / DUPLEX
